id,last_action_x,days,points_at_opt_out,action,opt_out_prob,status
opted_out_1598722664:142d64be24a2efe2c37f5617790622f223d87943,reward,69.0690625,100,reward,0.15732758620689655,opted_out
opted_out_1598722641:d8d064b85370985866897e0469d372d03012c8a3,reward,82.13237268518519,100,reward,0.15732758620689655,opted_out
opted_out_1598722706:adae0d962084d1b45c6ecb189813613cf65efeab,reward,69.06953703703704,100,reward,0.15732758620689655,opted_out
opted_out_1598722850:e04fe7db3c25fc577a1071f689ff9a89d8aa5e8e,reward,67.25065972222222,50,reward,0.15732758620689655,opted_out
opted_out_1607034741:670a2f0bbd2b824603296cf25a540b9c06e76eaa,reward,5.201643518518519,100,reward,0.15732758620689655,opted_out
opted_out_1618110025:fb7ef813697069ef76eb4ea0b7e0fce554bdc036,reward,5.030995370370372,50,reward,0.15732758620689655,opted_out
opted_out_1618637043:6f56dbc3576b2e16db78890757a5b635ab9f57b7,reward,6.102013888888888,50,reward,0.15732758620689655,opted_out
opted_out_1619168868:6284645c97918b2db80d980999e4eb3ab8de4109,reward,1.9233101851851853,50,reward,0.15732758620689655,opted_out
opted_out_1598722659:017353fd5ceea38a864e24fa4f72ab3fd8230f15,reward,26.11789351851852,50,reward,0.15732758620689655,opted_out
opted_out_1598722670:eddae45676fcad25f65fd8cd29f2c3d27383e022,reward,82.33517361111113,50,reward,0.15732758620689655,opted_out
opted_out_1598722688:31053864cce1a80db0829bcc76ee5881ed87c0f0,reward,69.0671875,50,reward,0.15732758620689655,opted_out
opted_out_1600524527:756ec3aa33ae9d9501982370eec34ba27ea8df49,reward,9.018865740740743,50,reward,0.15732758620689655,opted_out
opted_out_1609471563:8f066da9b63990ed96f5629d17ef8e5f2dbc1dcd,reward,204.24416666666667,50,reward,0.15732758620689655,opted_out
opted_out_1591628513:7201553a1770fccd028d479f41a7467f9eb59000,reward,0.07927083333333332,50,reward,0.15732758620689655,opted_out
opted_out_1591805183:abd3da94d6083d41fd7bce60345b1dabff61c6a3,reward,0.0004166666666666667,50,reward,0.15732758620689655,opted_out
opted_out_1591805802:042bda41bf384c650c4cc91005b0f3a5c848de98,reward,0.0004166666666666667,50,reward,0.15732758620689655,opted_out
opted_out_1591806007:7201553a1770fccd028d479f41a7467f9eb59000,reward,0.0010069444444444444,50,reward,0.15732758620689655,opted_out
opted_out_1598722737:0f3aad9392df24ab77186b10d937bcc05ae39d96,reward,67.20122685185187,100,reward,0.15732758620689655,opted_out
opted_out_1598722843:d98bc8bd9ebcf2f1a98052e889b53d3a6a373a86,reward,69.9189699074074,50,reward,0.15732758620689655,opted_out
opted_out_1591892473:ca9e965c89361b3e858d9625d2c16e2e1f0a180e,reward,0.0003356481481481481,100,reward,0.15732758620689655,opted_out
opted_out_1600466641:269f71f08970a55d0577125e377f1df4a9add1c1,reward,66.43378472222223,100,reward,0.15732758620689655,opted_out
opted_out_1591945797:0c293530c20e146de5a24a7656df96a5d8a0c281,reward,0.0003356481481481481,50,reward,0.15732758620689655,opted_out
opted_out_1595555367:1e136df9ed4374dc0f84dd8028eec42db802bf3c,reward,32.40208333333333,50,reward,0.15732758620689655,opted_out
opted_out_1600419258:9f4dd258347fdd067d412e63b117b258eaee6698,reward,73.23840277777778,50,reward,0.15732758620689655,opted_out
opted_out_1598722831:c1704de352b478178b64a3547c035325f5d1f695,reward,67.85942129629629,50,reward,0.15732758620689655,opted_out
opted_out_1608170608:474f4c9cc2ddffb082d254d723eeb8d943bc6e57,reward,0.01775462962962963,50,reward,0.15732758620689655,opted_out
opted_out_1598722825:b863b89e579359c538ee80b6ed1c491ef17caddf,reward,36.201273148148154,50,reward,0.15732758620689655,opted_out
opted_out_1595613591:5cfcfa0cf6373227d659b805eb92e9e7ad4d95cf,reward,0.0203125,50,reward,0.15732758620689655,opted_out
opted_out_1598722818:75eec5cf77deb9d5472a15d43ee2afee14031a8b,reward,34.27226851851852,50,reward,0.15732758620689655,opted_out
opted_out_1596473295:c133d94b3475a6987fb6a01939cf190b1e0f7377,reward,0.0103125,50,reward,0.15732758620689655,opted_out
opted_out_1596472911:404cc2c3a21a3a6e6674bab30f894e71c1717722,reward,0.0006597222222222222,50,reward,0.15732758620689655,opted_out
opted_out_1596474716:c827a59c06302731a4a2d7d9265369041465ce43,reward,0.002430555555555556,50,reward,0.15732758620689655,opted_out
opted_out_1596476063:6625b676ed9db89abc1b58a24bce01b432d63a80,reward,0.0005208333333333333,50,reward,0.15732758620689655,opted_out
opted_out_1596477660:06ff37c64730bb24bdfec4effdf51f2792817522,reward,0.0006944444444444446,50,reward,0.15732758620689655,opted_out
opted_out_1596473478:1f2b6428c8fff44d6777e63fefa290f18995cab1,reward,0.01050925925925926,50,reward,0.15732758620689655,opted_out
opted_out_1598722805:012b61c6cb95ed2285acbd367eb7aed53a8c05a4,reward,10.866087962962963,50,reward,0.15732758620689655,opted_out
opted_out_1596961174:d9fce86287d2f74aeb647676f95253e13b3d52bf,reward,0.005613425925925925,50,reward,0.15732758620689655,opted_out
opted_out_1609393449:9ce0520c214d2aa3810df7006dab58474a3e851c,reward,56.573356481481476,50,reward,0.15732758620689655,opted_out
opted_out_1598459860:e4112401ababed6a504e25bb0dc7ac9a9219ba7e,reward,0.0021296296296296298,50,reward,0.15732758620689655,opted_out
opted_out_1598722799:035ad64d953dbb235f9790ffe20836849545efa9,reward,3.045358796296296,50,reward,0.15732758620689655,opted_out
opted_out_1598722794:c983dc38c8f9524f21a450ce8ef16f35c35b85eb,reward,3.043275462962963,50,reward,0.15732758620689655,opted_out
opted_out_1600466693:f7b5dc058d6638c221b5802b9cac0fb304d31c3b,reward,0.00028935185185185184,50,reward,0.15732758620689655,opted_out
opted_out_1598722789:9371cc4dde9174a4370e175922873ffe92df0201,reward,3.039826388888889,50,reward,0.15732758620689655,opted_out
opted_out_1604979598:f9dc66d1bd206abb604a275f3f3a8124850230db,reward,53.37607638888889,50,reward,0.15732758620689655,opted_out
opted_out_1598722778:6f05cf2c6c8245be1759aca4633e20e0177ad296,reward,2.3249189814814817,50,reward,0.15732758620689655,opted_out
opted_out_1598722763:ae8a22d3dbb21d4d9bfc05554bc08ffab15dbbc2,reward,0.9036226851851852,50,reward,0.15732758620689655,opted_out
opted_out_1598676913:21426dba4a3de4c73ba8fbb73f01c12820c7cc21,reward,0.0012037037037037038,50,reward,0.15732758620689655,opted_out
opted_out_1602434219:4fe698ebe16e9bfda8e9749cb886ae2f0d3bbe4a,reward,21.929340277777783,50,reward,0.15732758620689655,opted_out
opted_out_1603345624:64f660991b1b9b7f201a0c92f9bc36e55420e44e,reward,30.990891203703704,50,reward,0.15732758620689655,opted_out
opted_out_1601264971:e0950c3722bd0042a6e40b3454d11ead61ad0f64,reward,9.12570601851852,50,reward,0.15732758620689655,opted_out
opted_out_1601264923:e037549d28d9813aac6b0597abf449067717daab,reward,9.060671296296297,50,reward,0.15732758620689655,opted_out
opted_out_1604554890:6edae6ec0d48841ab33102c75fe14681a8d81753,reward,50.680844907407405,50,reward,0.15732758620689655,opted_out
opted_out_1601549495:5150835c1b48ffb10f1da968390bb60a3f986738,reward,0.0005902777777777778,50,reward,0.15732758620689655,opted_out
opted_out_1601550065:5150835c1b48ffb10f1da968390bb60a3f986738,reward,0.0054745370370370364,50,reward,0.15732758620689655,opted_out
opted_out_1602434226:48982f52a5f5ac556b03f839b265b8d978677f18,reward,10.227233796296296,50,reward,0.15732758620689655,opted_out
opted_out_1602434233:415c18aa1e53cf0c963ac3da0542cda18695bf7e,reward,10.224745370370373,50,reward,0.15732758620689655,opted_out
opted_out_1602434238:d5856a0d441c725af9b803fec288de72139d09a8,reward,10.223564814814814,50,reward,0.15732758620689655,opted_out
opted_out_1602434244:10fb05b096fc9b3a59614926e5d09f6f2ac55c15,reward,5.133101851851851,50,reward,0.15732758620689655,opted_out
opted_out_1601202996:94f1c9347d228800d63a21f838d478ff94447fbf,reward,0.001261574074074074,50,reward,0.15732758620689655,opted_out
opted_out_1602765795:60abfe6106eeea4ca0c6613cdd6de99dde241f16,reward,18.063229166666666,50,reward,0.15732758620689655,opted_out
opted_out_1602613198:e64693eae881724d9b70cd8bc5b687a6c56f3d0a,reward,1.7044097222222223,50,reward,0.15732758620689655,opted_out
opted_out_1602842135:85254036049dc329df7d7deb4234db6ff41d0f26,reward,4.307384259259258,50,reward,0.15732758620689655,opted_out
